word;count
|:l??;1
?l:j??|/.....?;1
?:::::::::::::::??;1
_,?-?;1
???,|?l;1
โด???;1
?|....l....;1
?::::::::::::?::?;1
?:::::::::::::::::??!;1
...?;1
??|....?.l..|..;1
?/::::::::::::::::?:::?;1
โด?:::,;1
-?::::::::/?....?..l...j;1
|::x::::::::!....|?'?......?:l::::::?::j;1
/?::::/?..|..l:::|../;1
?:?jv|...l.l:::::::::?....?..??-?;1
?โด?/;1
......l|..|:::!.|_,?_?;1
l...l.|:::::::::::?..........;1
?_?..;1
?...l:|..l/'/_,?_?z?z?.|?::?l...|....l...;1
???โด??!..|?.!/?_?;1
?::::::::::::::!::::::l..|;1
?โดl...|?;1
??v:??;1
??:::::::::::::l::::::::::|????;1
???????:::!?;1
??::::::::::::::;|:::::::::{;1
piece;1
crap!!!!!!!;1
man,;1
western;1
animation;1
etc.;4
suck,;1
don't.;1
generic;1
girl;1
lover's;1
elitist;1
themselves;1
good,;1
endless;1
amounts;1
text;1
art;2
him;2
stronger,;1
hopefully;2
broader;1
sense;1
humor.;1
dolls;2
_,zx-??-;1
??z???-?.;1
??/:::::_;::-?-;1
?::::::?;1
/?'โด?;1
โจ?::l?l;1
?/l???;1
??,?;1
/!?/????;1
?r',??.?;1
',?|??;1
??vl;1
?-??-;1
????????l:;3
i_!__??:::??',???';1
/l/:';::::::::::::::::::::?;1
0:;1
{_?'?tz???โด?;1
.__??/?;1
???_r-??:::?;1
j???????|?7??|/?_,?;1
????????l??;1
'=?_?=??;1
???????.?!,;1
/l|/;1
??!???:::;::;;::::;:;:?;1
??fโด???;1
????????|?`?-????'?|?;1
r?;1
?/??l?;1
??,??!;1
??l?โดโจ?`'?-?='??;1
????โด?;1
_j_;1
?โจ`?;1
wooooo;2
wooooooooooooo;1
wooo@woo.com;2
hentai;2
forever!;1
??|?|?;7
r???;1
??_???_;1
????,.;1
'โด_,?----;1
???/??????????;1
???โด;1
l?|?!???l?;1
|?_|;1
|?l?|;1
????l??;1
!??jl;1
?__j__j__??|?l?l/l??;1
?j????|?|l;1
?!r??;1
|?????l?z:=?;1
?l!?!?;1
?!?:?|???l|??;1
,,,,,,??;1
,,,,,,,?|??|??',;1
?txxx??????;1
????r;1
!?x?j;1
l/?;2
???!/??;1
l???/;1
??l??l??l;1
/?/?__??ll;1
???,/?;1
?=?-;1
/'โด????????;1
_jl?',;1
?????i';1
?l?|;1
l??l;2
?{?{?|',;1
?????!;2
|?:l?l;1
??l?l;1
tj??!;1
.:?;1
_??,;1
??j??j;1
???????l'โด|?!?;1
?:!_?;1
|:/??;1
????????l?';1
???r???l;1
??????l?l??;1
/?:/',;1
??!?l?|??=??=|?;1
l_/_,;1
-??',;1
|?,!:;1
|/??!???;1
-?'i|;1
l/?v??{?l?/{??v;1
-??z;1
.]??;1
?|?r=?|?;1
???l,.??___?_;1
?.??'????;1
????{??????????;1
lmao;1
-?::?.?.??-?`??;1
'โด????โจ?:::??;1
,???????;1
?:::??;1
??????r./?;1
i::::|?;1
???|?/???',??;1
?l/|;1
!:?l;1
???_??;1
/??i?!__??;1
??????.????_??/?/;1
l?!;2
??::???::j??;1
???',;1
?/r????i::::k?;1
?f??;1
???::i?;1
|?!??;1
__j????;1
??|?_???;1
????????r??:|????_!::::::::::::::::/;1
????????l_??!?.-?_i?!-??|?::::::::?;1
>>1001543;1
saying;2
>>1001595;1
crying.;1
follow;1
???????????????,??z?;1
???????????????:::::,?=';1
โจ??;1
?????????????/l::::/????l;1
{::/;1
,?t?;1
??????j??t?!?.::?.........:::;1
:::.....??/..::....?????-;1
l.:::::::::::::::.:....;1
??????.........:::::::::::::::::::::::/?!???l?'?::::::::::::.;1
.::::::::::::::::::???/???;1
):::;1
|v;1
??????_|??!;1
?j???l/?????l?!/??;1
r-???_???;1
1??;1
/????.??;1
??โด}?'โด??/l??;1
_|/?;1
?li;1
.????/???:/?|!;1
|???|???l|;1
?????/??t'?|??l?/??;1
l???|;1
l?,??{!;1
//?/?;1
?j?;1
??/_???????????;1
!/?;1
?//?/';1
??????????????????{;1
?????????????????;1
???-|.:!:l?!?;1
??|:l::l:;1
l:?l?|?;1
l:|=;1
,'?/?i?;1
.:l??|;1
??|!:;;1
:/??/?.:/|?_??;1
??|????:i::;??.;/ll;1
?/???l!l|;1
?โด.:/;1
l!l|;1
??|.__??_:::.?;1
.:|?ll?;1
??--|?????.;1
::!??,?';1
??|:|:???;1
.::|,?;1
-?_';1
??|l|:l|_?_??????;1
????/โด??{i.:.:.:.:.:.:.:.:.:.:.:.:.?????????;1
?{?}??{i:.:.:.:.:.:.:.:.:.:.:.:.:.:.:???????;1
??|___,?.:.:.:.:.:.:.:.:.:.:.:.:.:?i?;1
??|โจโจ.:.:.:.:.:.:.:.:.:.:.:.:.:.??;1
??|:.:.:.:.:.:.:|}.:.:.:.:.:.:.:/l!_?;1
??-?|:.:.:.:.:.:/'.:.:.:.:.:.:/;1
l?l|?????;1
??|:.:.:.:.:/:.:.:.:.:.:./;1
@;1
weeaboos.;1
now?;2
,?-????;1
?:::::::::::/-?:?;1
i?i???}?:}?????;1
/n::::::n?i{-?;1
}::i;1
_'_???{???;1
}:::::::::::::::::|;1
=?'?{;1
????????_-=??.??i_?>?????:;1
:???_::;i::i:::|??,/;1
??????__?:;1
i/??{:?:;1
z:::?i::|??';1
:_?:??:?:?v@?:?:?:;1
???=?|;1
???y:?i}:;1
,i:?:?i?.?it`???vl?;1
???????????{;1
?}:;1
?:?{:?{:?:{;1
?/.;1
-??v;1
..`;1
?':?:??:??>?__;1
}.;1
}โด??:;1
i{;1
????????:?:?:?:;1
?:?/??.i:?:?:?:????`??????-?;1
?????:?:?:?:?:??:???โด?i:?:?:??:?:?:?:??????;1
????:?:?:?:?/:?:;1
??...,;1
_?_:?:??:;1
.???-??;1
7:?:/?:??????;1
???:?:?:;1
/:?:/?????;1
??????โด?????:??:;1
?โด??????;1
?:|:::::|??????;1
?????/"โด??;1
?i:::::|??;1
,.:::''::โด::?::`:::.?;1
?:;:;1
`?::};1
/{:::/;1
n??;1
l??|??;1
k_???????;1
?lk?;1
?????,?;1
,-?,?|;1
?????l????;1
|/?t;1
,??:?:?y???;1
???????{?:::::::?:;i:::}:::??;1
?????????i::?;:::??:::|j?;1
???????:::::::?:::k?l:_:??;1
?::::::::::::{?k::?xl,?::::?;1
??????|:::::::::::?^^????;1
animilhouse;1
??????,'r=?=??;1
??,i???)???????;1
?|l?l.?-???;1
????????????l'i)?i;1
l?),????&lt;???;1
?.????????????;1
??lw;1
??????โ/;1
?'j;1
?โ?????;1
?l???;1
??????v??;1
?โด???;1
?โด????????l?;1
????????v????????;1
????';1
???,'โดr=???;1
???????,i???)??;1
???`-|l?l;?;1
?โดv'|(?|?|?|?([_];1
????/~)?;1
?'j??;1
r?:':::::::/;1
,'??,'?;1
!???.l?i'"โด:;1
|:.:.:.:.:.:!:;1
:_:?;1
',_:?:::/??;1
!?',:;1
:.|:.:.:.:.:.:|:;1
l_?::',;1
',r;1
?:,'??;1
,'l??;1
|?????l?;1
!??!;1
??;;1
|:.:.:.:.:.::!:;1
:?::?;1
/:|;1
|???,';1
.!?|????,'|??;1
l?,';1
,|.;1
?!โด:;1
:.!:.:.:.:.:.,':;1
:r;1
?????/:::,!;1
..l.',_?.;1
|',????/;1
!./l/?;1
??).::;1
/:.:.:.:./:;1
::::::::|???;1
/:::::?.????!?..l_????./;1
l/"โด?l/_?;1
{:;1
:/:.:.:.:./::::::;:::?|???;1
?|l?',?;1
,?"โด?l?;1
?,?r'?,-?':::::::::}::!??;1
?.!:;1
|??????.`?..????;1
'?|;1
.|/j??'>?_?"!::l?!???|:;1
l?l.|.;1
',?????????????;1
.|:.?;1
!::l.;1
,.???????;1
?|?|??;1
?:|?|l?;1
????|??/;1
/?|?|_.?;1
???_..-.???l;1
!?!;2
|.!;1
/,?;1
_..??l:.:.:.:.:.:.:???;1
__..?โด:.:.:.:.:.,';1
.,'::|?|;1
????????|;1
!|_?';1
r":.:.l?l:.:.:.:.:.:.:.:.:.????:.:.:.:.:.:.:./;1
/:.:::!?!????;1
hahahahahahhahahah;1
/a/=pwned;1
wapanese;1
faggots.;1
used;3
king;3
ftw;1
--?==??::::::::.::.::.::.??;1
:?..:.:.::.::.::.::.::.::.::.::.::.::.::.::.::.::.::.::.::.::.:::!;1
?????-=??::::::::.::.::.::.:.:..;1
:.:;1
::.:.::.::.::.::.::.:?.:.::..::.::.::.::.::.::?:.::::i;1
?????,.;1
::'":::::::::::.::.::.::.::.::.::.:.:.::.??;1
.::.:.:?.::..??;1
.:.::.::.::.::.:;1
:?.::.:::|;1
????_:::::::::::.::.::.::.::.::.::.::.::.;.:?::.::..:.;1
.::.::.:.;:.::..;1
..:.::.::.:,.?/?|.::.::..:.:.::::|;1
??????_?=?::::_::::..::./?|::::::::.::.::.::,?//::.::.::.::.::.::/?/|l;:.:;1
:.::.::.::::||;1
????????_?โด/:::::/;1
|::::::::.::.::.:|;1
?,.?'__??_/./;1
?::.::.::.::.::::!;1
_,,..;1
''"โด????;?;1
-??l::::::::.::.::.::|`''"?????;1
`?/?'/::.:::???;1
_?-??:|?;1
|?:i:::::.::.::.|!;1
iโด/:::;:::i:|?;1
-?x??__?~?-?''";1
/::::::l;1
|!?::::::::l;1
!???????_?!/;1
|:|i::l;1
|:::::::::l;1
?:::i??????;1
__??'??|:l;1
?/::::::::::?;1
::}?????;1
????/:::::::::::::::::!?????:::/;1
roboyuji;1
yuji@bizarreuprising.com;1
ending;1
becoming;1
older;1
seem;2
far-fetched.;1
silly;1
children.;1
play;1
nice.;1
?!:::::::::::::::?!:::??|?;1
|??/;1
!_!-???l?|;1
?!:::::::::?,-??;1
_!__,;1
--?|?;1
|?!???|`r'โด!?;1
|????|??????;1
?|:::??:::::::!:!?|?{??;1
}??`?!??!?|???;1
!/??!;1
!??????!:;1
-?!'?:::::::::::??!?!?!?tโด!;1
!|;1
//?!;1
??:::,?:::?????|_?=??=???l?!?;1
,??!,?/?;1
????|??????;1
??!:/::??|?;1
{?r????|??!?//?/??;1
_//;1
!??|;1
!?????|?|::;1
_/?::::::::)?l!?;1
`?-?????????;1
?/'?`???l;1
l????l?|?l::;1
-'?;1
?:/l?;1
|??!?????;1
'โด?/';1
??????!?l;1
/::;1
|?l?|???????????????;1
????'โด;1
l//;1
j??/?/;1
/??::;1
!?|?|?????????????;1
_{?r???;1
,.??;2
/-?;1
!::;1
!?!?????????;1
l:::;1
???=|??|??l?|?;1
????'โด?;1
|:::!??;1
!:::;1
::::::::::::::!??|??!?l????????-?????????;1
l?!|?;1
!::l??;1
l:::/;1
?l:::::::|??;1
!--?!?|??????????;1
/โด?!/!?;1
!?||?;1
!::|??;1
???โด|???!?;1
|?!?|???????????_,?'โด?;1
||?l:::l!??|?;1
??โด?|???;1
!?l?;1
..?-???โด????//?!?l?;1
ahahahahahahahahaha;1
congratulations;1
no!;3
came;2
onto;1
>>1001575;1
actually.;1
put;3
floating;1
"no";1
front;1
page.;2
>>1001953;1
rofl.;1
too...;1
summed;1
fag;3
wonderful.;1
shi~;1
kagato23;1
!hplpzzkqcm;1
>>1002184;1
cool;1
looking;1
pictures.;1
few;4
pictures;1
text,;1
usa!;6
conspiracy;7
baha.;1
crossed;1
>&lt;,;1
reply;2
visible;1
under;1
shouting;1
wtf!;1
bombhammed.;1
?????????????????????????????;1
???????????????????????;1
uso;1
da!!!!;1
destroyed!;1
believed;1
penis;2
moai;1
superior.;1
recognize;1
osakanone;1
!8fvfebtvk2;1
/r/;2
/mu/;1
pretentious;1
+;1
saaaaaaaageeeeeeee!!!!;1
shit!?;1
single;2
omfg;1
:3;1
loooooooooooool;1
ahh,;1
what,;1
achieved;1
god-dom;1
rightfully;1
deserves.;1
bart;1
proud...or;1
jealous.;1
ralph;1
himself;1
both;1
anyways.;1
regardless,;1
uphill;1
end...the;1
'house;1
ctarl-ctarl;1
demands;1
explination;1
bull-shittery.;1
fukken;2
?',????;1
?;;1
,.??????;1
,'/?;1
?'??};1
/|?/l;1
'???,';1
?'/?????';1
'???'??'?;1
?,????';1
'?_?;1
/??/}'โด;1
???,.;1
???"/???;1
?,'?;1
??/?????;1
/};1
/??????'?/?;1
??????uo;1
mabushi!!!;1
.?/?????.;1
??]_[?;1
/??{;1
??'|?|`????-??โด__;1
r?l??'?)??;1
iโด?;1
l???,;1
????l?????_??;1
???l.;1
???l??{????_}??;1
l.??l?|?;1
l?l?__;1
k?y?>??__,???.?;1
/??/???;1
?b;1
trash.;2
invasions,;2
"hi,;2
deflower;2
brother's;2
myself;2
climax";2
copypasta,;2
snapesnogger,;2
catchphrase;2
spam;3
wars,;2
boards;2
java;2
applet;2
enforce;2
bans,;2
worry;2
crapflooded;2
send;2
/b/fags;2
gnaa.;2
shit!;1
wake;2
morning;2
check;3
this?!;1
bartender;1
/a,;2
............................................________;1
....................................,.-โ‘โ”...................``~.,;1
.............................,.-โ”...................................โ“-.,;1
.........................,/...............................................โ”:,;1
.....................,?......................................................\,;1
.................../...........................................................,};1
................./......................................................,:`^`..};1
.............../...................................................,:โ”........./;1
..............?.....__.........................................:`.........../;1
............./__.(.....โ“~-,_..............................,:`........../;1
.........../(_....โ”~,_........โ“~,_....................,:`........_/;1
..........{.._$;_......โ”=,_.......โ“-,_.......,.-~-,},.~โ”;/....};1
...........((.....*~_.......โ”=-._......โ“;,,./`..../โ”............../;1
...,,,___.\`~,......โ“~.,....................`.....}............../;1
............(....`=-,,.......`........................(......;_,,-โ”;1
............/.`~,......`-...............................\....../\;1
.............\`~.*-,.....................................|,./.....\,__;1
,,_..........}.>-._\...................................|..............`=~-,;1
.....`=~-,_\_......`\,.................................\;1
...................`=~-,,.\,...............................\;1
................................`:,,...........................`\..............__;1
.....................................`=-,...................,%`>--==``;1
........................................_\..........._,-%.......`\;1
...................................,&lt;`.._|_,-&amp;``................`\;1
senfood;1
!ccqxaqxuxi;2
senfood@gmail.com;1
thrilhowned;1
???????????/??.;1
,_?'???i??i??i?;1
'l;1
//.;1
?_-''โ’?___,,???;1
7??'???????l;1
????????.??.l/?;1
./??;1
?,,-'''''??l;1
l??.l??;1
,???????l;1
??????????/?,/??;1
โด??,;1
'_;1
!-?'''''''''''');1
./l?../l??;1
??i?...l;1
?????????r/?.l??????'''โ’?_,,,-?/?.l/;1
./?l????;1
.l.!??????????'?v??--l/'??l;1
/l???i?;1
/ll;1
l?????????/'''';1
????'..,,,_?_??/./??;1
?'l/;1
????????l????????;1
./???!???????''?/'/'?,/??;1
????????l????????/???/?????????;1
/?,/?;1
/????????????????????;1
./?/r';1
?????/???''';1
??____????????./?/?;1
???/????''';1
?.?.l??โ”-???????/r'?;1
?/?????????;1
'-,/?;1
.l???;1
'????,??/;1
??''??;1
./???????????;1
/??l???,,,,,,,-?''????;1
???'l;1
"'-?;1
?/??????????.?/??;1
.l??/???,????;1
????'l??"'-?;1
../???????????/???;1
.l?/?;1
?l?l;1
l????????'l????"'-?;1
/???????????;1
??????'l??????"'-?;1
>>1000015;1
ascii;3
as...c...;1
quicker;1
forgotten,;1
better.;1
concerned,;1
winrar;1
:???:;1
????::;1
??:?;1
???:::??:???????????:;1
????????::??:??;1
?????:??::?;1
::???:::;1
?:???????;1
.:.:.::?:::;1
???::??:????:::?;1
?????:?????..:.:::::???????::?;1
::?????;1
????????????.:.::::::::::::???????:::?????;1
:.:.:.:.:.:.:.l?:,}???:.:i,??:.:.:.l;1
???:?:.:.:l'?:?;1
:.:.:.:.:.:.i:l?v,=????;1
??l?_?^n:.?:.l;1
:.:.:.:.::::}';1
,r''"?i)?''='?;1
?r??;1
!:.:l;1
?i!;1
:::,':::::::l?;1
?{,??;1
i,j?;1
:::?:::::::l??;1
'';1
"????;1
r?:::::::l?????????????;1
f-??::::',????;1
'^;1
??(?:?i?????;1
??---r'?l;1
?_,,..;1
-???f?;1
::??"??????;1
?~โด:;1
,?-?'?/;1
?::::::??';1
`'?;1
'"โด;1
,,..::'?;1
>?-y'??'??????????;1
,r??'?????????????;1
{,???????`??-;1
50;1
dkp;1
minus;1
>>1002673;1
belongs;1
/co/;2
evan;1
champion;1
when's;1
>>1002801;2
wondering;1
thing.;1
remove;2
away.;2
airmanpika;1
????????????????????????????;11
/a/tard;1
stealing;2
hazuki!;1
pay;2
call;1
karma!;1
transcends;1
itty;2
bitty;2
baby;1
boat;1
habeeb;1
house!;1
iu;1
dnot;1
shit!!!!;1
>>1002985;1
won't;2
unstickied;2
milhouse!!!;1
suomynona;1
huge;1
motherfucking;1
goddamn;2
murder;1
shitbean;1
assdick;1
fuckknobs;1
stickhump;1
niggerpole;1
shitcock;1
dongdoctor;1
godpee;1
rumpbastards;1
forgot;1
asshording;1
everworst;82
?????????????????????????????????;5
>>1003015;1
>>1003017;1
anger!;1
sticky...right.;1
tif;3
!epkhcgn9ns;3
turned;1
/b/tardmania,;1
ubermegafailget;1
whole;1
humankind!;1
btw,;1
demanding;1
guy!;1
combination;1
naruto,;1
mai-otome;1
dear;2
removed;1
gunlord;1
hysteria;1
1milhouse;1
millions;1
(there's;1
ya);1
dunno,;1
ways;1
combine;1
them.;2
combo;1
breakin;1
hahahahahahahahahahahahahahahahahahaahahahahahahah......;1
aaaahaahhahahahahaahahahahh;1
*dies*;1
aren't;1
autostickied?;1
true,;1
fault.;1
let's;2
future;1
too!;1
poster;1
idiot!;1
wget;1
>>1002692;1
screw;1
wants;1
everything's;2
coming;1
anon;1
!tnyzhar5yu;1
sorry.;1
must,;1
say,;1
"lol.";1
^_^;2
,'โดr=???;1
?,i???)??;1
??`-|l?l.?;1
???l????;1
?โดv|!,-i'?i;1
??v?!??;1
.?r??r??????;1
????./???::::::::????;1
????:::::::::|;1
?---::::::::|;2
????.??;1
::::::?;1
?:::::::|;1
?????'?---?;1
swordsman;1
consider;1
/b/-grade;1
1millionget.;1
wondering,;1
site;2
somewhere?;1
=(;1
hadn't;2
i'd;1
shower;1
worksafe;1
reward.;1
well..;1
sucks;3
13m;1
>>1003411;1
www.4-ch.net;1
aa;2
section,;1
probably;1
brilliant;1
glad;1
shitty;1
fanservice-filled;1
pedophile;1
series.;1
>>1003458;1
noticed...;1
close.;1
means,;1
hope.;1
>>1003461;1
ty;1
christ;3
animeboard;1
youre;1
>>1003500;1
noob.;1
loves;1
&lt;3&lt;3&lt;3&lt;3&lt;3;1
see?;1
weekdays;1
kids;1
bed.;1
legending;1
postary;1
calls;1
inter;1
war.;1
mint2;1
:-(;1
seems;6
point,;1
getfags;1
disappear;1
malomeat.deviantart.com;1
?/i?/{?'?'}??}}y/?/?,r-??,???;1
???|???,,??;1
?{???{?'??;1
}?/;1
????????'`????'?'??;1
//",,??"""????????;1
??-???-??;1
?,r=?'?????,-?'_;1
??/???~????????????/???;1
???"";1
?|/??;1
/???,'????u???;1
|?i???''"?????;1
/|????;1
_,,,...-???=,?,,????,,_????;1
????=!,;1
l_.;1
?r?-???,,,.-'"???????=-?'"/;1
???,)>?????,??,?_???????????`?=?_?/;1
//????;1
?/""????????;1
??????????//???????????;1
??u;1
?????????u???(????????;1
//??????;1
??????-'???lj?????????????;1
????/??????;1
????????'"โด;1
'i????????????????;1
??????"?????;1
,i|??,"__}???;1
?????-?;1
-???????_?`'??????????;1
/?i'?'??-???''????;1
??-??????,,,,;1
????-??,,??,-?'?????;1
horrible;1
abetter;1
place!;1
ignore;1
/co/'s;1
/a/hole;1
needs;3
justice.;1
>>1003785;2
250k?;1
500k?;1
1m?;1
raped;1
desu/haruhi/jun/dio/saito/garcher?;1
millhouse!;1
/a/!!!;1
>>1000000,;1
so,;1
7chan?;1
commontion.;1
though;1
count;1
fixing;1
100;1
millionth;1
froze;1
help;3
suggests;1
pettiness;1
resorted;1
steeling;1
name/tripcode;1
expose;1
bullies;1
beaten;1
school.;1
power;3
trips;1
enacting;1
bullshitery;1
>>1003940;1
faggot;2
failures;1
here?;3
galvatron;1
rival;1
nigra;2
rangers;1
considered;1
legal;2
>>1004012;1
cut;1
yourself.;2
already.;2
advice;1
works;1
pathetic,;1
non-anime;10
occassionally;1
/a/:;1
***;2
actual;1
opera;1
web;2
browser;1
in-line;1
animated;1
pieces;1
how?;1
using;3
four;1
steps:;1
1.;4
click;3
spot;1
2.;4
choose;1
"block;1
content";1
3.;4
hold;1
shift;1
key;1
offending;1
image.;1
4.;4
press;1
"done".;1
praise;1
alla!;1
gone!;1
5s!!;1
emoticons;1
banished;1
hell!!;1
far.;1
>>1004080;1
emofag;1
large;1
message;1
>>1004158;1
emo;1
then-;1
wait...;1
wasn't.;1
>>1004249;1
stfu;1
admit;1
sucking;1
worst.;1
no...;1
x-stickied;1
pwns;1
/a/ss;1
wow;2
gg;1
/a/nimefags;1
>>1004412;1
>>1004450;1
cares;2
t-shirt;1
??โด????;9
?(__?/???/?;15
???/???;7
???/????;8
??_,;6
._;1
._?????;5
dental;1
lisa;1
braces;1
1million;2
wasnt;1
fault;1
god.;1
font;1
aligning;1
images?;1
types;1
occurs;1
stolen;1
thrillhouse.;1
>>1004891;1
shut;2
meme?!;1
oooooooo;1
liveeeeeeeeeeee;1
noes!;1
gone;2
b&amp;;1
(not;1
meme);1
gotten;1
m-m-m-m-m-monsterfail.;1
obviously;1
conjunction;1
/b/tards.;1
(blindly);1
hated;1
4chon,;1
"weeaboo";4
stems;1
sadly,;1
internet,;1
incriminating;1
evidence;1
easily;1
removed.;1
remain;4
conspiracy.;1
__________________________________________;6
lies;1
"millhouse;1
meme";1
epic!;1
thread!;2
hoping;1
woken;1
gone.....;1
>>1005448;1
ditto;1
voto;1
por;2
voto,;1
casilla;2
jamescid;2
!vnrajx0beo;2
>>1005526;1
aaaaahahahahahahahahahahahahahahahahahahaha;1
hahahahahahahahahahahahahahahahahahahahahaha;2
hahahahahahahahahahahahahahahahahahahahahahah;1
ahahahahahahahahahahahahahahahahahahahahahahah;1
ahahahahahahahahahahahahahahahahahahahahahaha;1
off!;1
>>1005557;1
si;1
reccount!;2
pic;10
pic,;10
>>1005571;1
gb2/el-peje/;1
link;1
!ozotjw9bfa;1
sega;1
sup;1
brittney;1
??????????????????????;2
?????????hello,;1
longcat.?;1
???????????please;1
!!?;1
longcat!!;1
swings;1
1000001;1
tget;1
>>1005698;1
today's;1
b/-day...;1
lolled;1
proof;2
eryops;1
!skuld.zlqi;1
>>1005781;1
caring;1
interdimensionaltimewarp;1
longcat's;1
gogogogo;1
post!;1
>>1005584;1
lol,;2
election;1
!!11!!1!;1
/el-peje/;1
here:;1
>>http://senderodelpeje.blogspot.com/;1
ever!!!;59
longcat;2
looonnggggg?;1
>>1005947;1
body;1
broken;1
>>1005793;1
>>1006169;1
goodnight,;1
sweet;1
prince.;1
grand;1
master;1
work;4
would've;2
prefered;1
ragin;1
against;1
machine;1
so...;1
who's;1
responsible;1
monumental;1
credit;2
work?;1
work,;1
obvious.;1
godzilla;1
black_knight;1
richy;2
c.;2
mongler;2
strikes;2
again!;2
cya;2
kiss;12
sun;2
shine.;2
(oh;4
oh);4
wanna;2
tonight;2
fine.;2
sha;1
la;9
lalala;2
pedo;3
bear;1
>>1006567;1
omg;1
night!!!;1
gb2;2
/v/;1
fucker;1
????????girls;1
tomorow;1
gone....;1
up?;1
sad....;1
several;1
sure.;1
slash;1
plenty;1
f/a/gs;1
c'mon;1
stronger;1
level;2
sti-oh;1
shi!!!!!;1
hmm...;1
perform;1
anal;1
rape;1
/a/...;1
gtfo.;1
so-su-mi;2
comin';1
gayass;9
here!!!!!!!;9
nooo!;20
loli;2
haet;1
!xaskiqwo4u;1
related.;1
hahahaha;1
rollback.;1
801get;1
fbininja;1
>>1007404;1
related!;1
arbitrary;1
number;2
posts.;1
thiz;1
mil!;1
pancakes!;1
international,;1
even!;1
get...>>;1
gay.;1
pwnt;1
/b;1
wanting;1
melhouse;1
forever,;1
ends;1
it...;2
mania;1
reigns.;1
>>1000144;1
rofl,;1
advocate;1
gotta;1
winget.;2
haruhi.;1
>>1008771;2
>>1008785;1
u!;1
speaks;1
>>1007870;2
taken;1
2chan.;1
agree,;1
switch;1
base-8;1
system.;1
1048576get;1
sunnoodle;1
(&lt;~hairy34yearoldinmom'sbasement);1
!depoz3xjga;1
hahahahahahaha...;1
*sob*;1
you've;1
laughs;1
caverns;1
is_______;1
not________;1
admit,;2
crappiest,;2
millhouse.;2
ruined;1
sorry;1
animu;2
hater;1
yous.;1
white.;1
>>1000559;1
"i;1
out,;1
in!";1
>>1002533;2
words.;1
additionally,;1
owwie;1
mother;1
fkr;1
.:.>_&lt;;1
educational.;3
havenโดt;3
figured;3
yet.;3
called;5
"dancing;3
anime"?;3
term;3
mean;3
things.;3
define;3
"weeaboo"?;3
especially;3
mature;3
audience?;3
differ;3
animu?;3
5.;3
sometimes;3
pedophilic;3
confuses;3
tell;5
style;3
artist;3
targets;3
mostly;3
"pedo";3
audiences?;3
learn;3
avoid;3
artists?;3
yet?;1
baka;48
hahahahahahahahaha;1
ytmnd;2
assreamer.;1
>>i;1
translation:;1
fag.;1
>>1003281;1
sdf;1
lite?;1
ssssnap;1
up,;1
week;1
it'll;3
slept;1
enough....;1
everybody;1
scream;2
nonsense;1
perfect;1
4chan,;1
fact.;1
merit;1
whatsoever.;1
hilmouse;1
mummy;1
ooooold.;1
inside;5
job!;5
>>1011418;1
welcome;4
until;6
reaches;1
1000;2
posts?;1
case,;1
start;1
spamming;1
brethren.;1
wryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;1
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;6
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;11
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;1
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;3
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;3
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;2
yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;2
846;1
51;1
replies;1
omitted.;1
view.;1
petty;1
mood;1
today.;1
friend's;1
computer;2
fbi;4
confiscated;1
mine.;1
calling;1
boycott;1
doll.;1
custom;2
specified;1
smallest;1
model;1
pubic;1
hairs;1
perfectly;1
flat;1
chest.;1
weeks;1
later;1
notice;1
charge;1
through;3
visa;1
ask;1
problem.;2
phone;1
asks;1
hear;1
background;1
someone,;1
manager;1
comes;1
says;1
problem;1
they're;3
waiting;1
milled;1
bill;1
card;1
bust;1
door;1
warrent.;1
grab;2
computer,;1
cds;3
dvds;2
(even;1
store;1
bought;1
music;1
dvds);1
videotapes;1
questioning.;1
doll;3
register;1
complaint;1
buy;1
illegal;2
products.;1
wtf!?!;2
buy.;1
suspiscious;1
gave;1
grounds;1
search;1
warrent;1
cp.;2
they'll;1
softcore;1
buying;1
they've;1
town;1
investigation;1
(which;1
legally;2
anyways,;1
charged;1
free;1
wherever;1
want),;1
hire;1
lawyer,;1
video;1
tapes;1
searching;1
hungry;1
automatically;1
important;1
repeated;1
anyway.;1
o.o;1
wtf,;1
>>1011745;2
ignorant.;1
>>1010309;1
gb2/a/;1
true!;1
op;2
lulz,;1
p.s.;1
cocks.;1
kthx.;1
>>1012756;1
>>1012820;1
royaly;1
/b/ism,;1
three-day;1
looooong...;1
official,;1
>>1012876;1
stare;1
give;1
plus;1
attracting;1
sorts;1
stupidity;1
10,000;1
copypasta.;1
synonymous;1
whoever;1
rul!;1
